ip_address,correlated_partners_count,mean_correlation_score,max_correlation_score,is_correlated_attacker
172.16.19.162,4,0.545,0.7,1
172.16.19.163,1,0.4799,0.4799,0
172.16.19.165,0,0.0,0.0,0
172.16.19.17,2,0.4924,0.5,0
172.16.19.172,4,0.5,0.5,1
172.16.19.183,3,0.4955,0.5,0
172.16.19.185,1,0.4625,0.4625,0
172.16.19.187,1,0.5,0.5,0
172.16.19.194,4,0.4984,0.5,0
172.16.19.198,1,0.5,0.5,0
172.16.19.201,6,0.6167,0.85,1
172.16.19.205,5,0.536,0.7,1
172.16.19.208,7,0.5786,0.85,1
172.16.19.21,1,0.5,0.5,0
172.16.19.212,0,0.0,0.0,0
172.16.19.215,1,0.4838,0.4838,0
172.16.19.226,0,0.0,0.0,0
172.16.19.228,3,0.5667,0.7,1
172.16.19.23,1,0.5,0.5,0
172.16.19.241,1,0.5,0.5,0
172.16.19.243,1,0.4897,0.4897,0
172.16.19.25,1,0.4864,0.4864,0
172.16.19.254,1,0.5,0.5,0
172.16.19.30,0,0.0,0.0,0
172.16.19.31,2,0.5,0.5,0
172.16.19.35,0,0.0,0.0,0
172.16.19.39,0,0.0,0.0,0
172.16.19.41,1,0.5,0.5,0
172.16.19.43,0,0.0,0.0,0
172.16.19.44,1,0.5,0.5,0
172.16.19.5,0,0.0,0.0,0
172.16.19.52,4,0.4967,0.5,0
172.16.19.53,1,0.4864,0.4864,0
172.16.19.56,0,0.0,0.0,0
172.16.19.57,1,0.5,0.5,0
172.16.19.62,1,0.5,0.5,0
172.16.19.68,0,0.0,0.0,0
172.16.19.69,2,0.5,0.5,0
172.16.19.73,1,0.4915,0.4915,0
172.16.19.74,1,0.479,0.479,0
172.16.19.77,3,0.4946,0.5,0
172.16.19.82,4,0.4981,0.5,0
172.16.19.87,1,0.5,0.5,0
172.16.19.88,2,0.4924,0.5,0
172.16.19.89,1,0.5,0.5,0
172.16.19.91,0,0.0,0.0,0
172.16.19.92,0,0.0,0.0,0
172.16.19.93,1,0.55,0.55,0
172.16.19.99,1,0.4627,0.4627,0
172.16.2.107,2,0.4944,0.5,0
172.16.2.116,0,0.0,0.0,0
172.16.2.117,1,0.5,0.5,0
172.16.2.124,4,0.4978,0.5,0
172.16.2.125,3,0.7927,0.85,1
172.16.2.128,3,0.4946,0.5,0
172.16.2.129,2,0.5,0.5,0
172.16.2.135,1,0.5,0.5,0
172.16.2.140,7,0.5767,0.85,1
172.16.2.144,3,0.4952,0.5,0
172.16.2.146,3,0.4946,0.5,0
172.16.2.148,4,0.5,0.5,1
172.16.2.151,1,0.4823,0.4823,0
172.16.2.153,1,0.4862,0.4862,0
172.16.2.155,5,0.57,0.85,1
172.16.2.156,1,0.5,0.5,0
172.16.2.159,1,0.487,0.487,0
172.16.2.168,4,0.6702,0.85,1
172.16.2.169,3,0.4941,0.5,0
172.16.2.17,1,0.5,0.5,0
172.16.2.174,0,0.0,0.0,0
172.16.2.184,1,0.5,0.5,0
172.16.2.192,2,0.4924,0.5,0
172.16.2.195,3,0.6158,0.85,1
172.16.2.200,4,0.5,0.5,1
172.16.2.201,0,0.0,0.0,0
172.16.2.203,1,0.4822,0.4822,0
172.16.2.205,1,0.5,0.5,0
172.16.2.212,0,0.0,0.0,0
172.16.2.218,8,0.7727,0.85,1
172.16.2.219,2,0.5,0.5,0
172.16.2.226,6,0.6134,0.85,1
172.16.2.230,1,0.4949,0.4949,0
172.16.2.231,2,0.4896,0.5,0
172.16.2.240,3,0.7907,0.85,1
172.16.2.242,2,0.4938,0.5,0
172.16.2.244,0,0.0,0.0,0
172.16.2.248,3,0.4968,0.5,0
172.16.2.250,1,0.4831,0.4831,0
172.16.2.253,0,0.0,0.0,0
172.16.2.26,0,0.0,0.0,0
172.16.2.27,2,0.494,0.5,0
172.16.2.31,2,0.4932,0.5,0
172.16.2.33,1,0.5,0.5,0
172.16.2.34,1,0.4876,0.4876,0
172.16.2.35,1,0.4834,0.4834,0
172.16.2.50,0,0.0,0.0,0
172.16.2.63,6,0.4969,0.5,0
172.16.2.75,1,0.5,0.5,0
172.16.2.83,6,0.4981,0.5,0
172.16.2.85,3,0.5,0.5,1
172.16.2.88,1,0.5,0.5,0
172.16.2.89,1,0.5,0.5,0
172.16.2.90,4,0.55,0.7,1
172.16.20.10,5,0.4975,0.5,0
172.16.20.101,2,0.4893,0.5,0
172.16.20.106,1,0.4892,0.4892,0
172.16.20.110,4,0.5,0.5,1
172.16.20.112,1,0.4961,0.4961,0
172.16.20.117,1,0.5,0.5,0
172.16.20.125,2,0.4923,0.5,0
172.16.20.13,0,0.0,0.0,0
172.16.20.130,2,0.5,0.5,0
172.16.20.132,3,0.4948,0.5,0
172.16.20.142,3,0.4942,0.5,0
172.16.20.144,7,0.526,0.7,1
172.16.20.148,1,0.4961,0.4961,0
172.16.20.149,2,0.4885,0.5,0
172.16.20.151,2,0.5,0.5,0
172.16.20.155,1,0.5,0.5,0
172.16.20.157,4,0.4978,0.5,0
172.16.20.164,2,0.5,0.5,0
172.16.20.167,6,0.5333,0.7,1
172.16.20.168,10,0.5733,0.85,1
172.16.20.170,2,0.4909,0.5,0
172.16.20.172,1,0.5,0.5,0
172.16.20.178,1,0.4848,0.4848,0
172.16.20.183,2,0.675,0.85,0
172.16.20.186,4,0.5875,0.85,1
172.16.20.188,4,0.4971,0.5,0
172.16.20.189,2,0.8415,0.85,0
172.16.20.196,2,0.5,0.5,0
172.16.20.2,1,0.4766,0.4766,0
172.16.20.208,3,0.5,0.5,1
172.16.20.213,4,0.5,0.5,1
172.16.20.22,1,0.5,0.5,0
172.16.20.224,4,0.5,0.5,1
172.16.20.23,4,0.4953,0.5,0
172.16.20.230,4,0.5,0.5,1
172.16.20.231,1,0.5,0.5,0
172.16.20.238,3,0.4896,0.5,0
172.16.20.239,1,0.4855,0.4855,0
172.16.20.244,1,0.4873,0.4873,0
172.16.20.35,2,0.5,0.5,0
172.16.20.38,4,0.5,0.5,1
172.16.20.43,0,0.0,0.0,0
172.16.20.53,1,0.6646,0.6646,0
172.16.20.67,0,0.0,0.0,0
172.16.20.68,1,0.7,0.7,0
172.16.20.69,3,0.6167,0.85,1
172.16.20.87,2,0.5,0.5,0
172.16.20.88,4,0.4971,0.5,0
172.16.20.91,0,0.0,0.0,0
172.16.20.98,6,0.4896,0.5,0
172.16.21.100,2,0.5,0.5,0
172.16.21.104,3,0.5,0.5,1
172.16.21.109,1,0.6815,0.6815,0
172.16.21.12,7,0.4972,0.5,0
172.16.21.120,2,0.4907,0.5,0
172.16.21.123,2,0.4902,0.5,0
172.16.21.125,0,0.0,0.0,0
172.16.21.127,2,0.675,0.85,0
172.16.21.128,1,0.496,0.496,0
172.16.21.13,2,0.4918,0.5,0
172.16.21.133,3,0.5,0.5,1
172.16.21.136,4,0.5,0.5,1
172.16.21.137,2,0.4889,0.5,0
172.16.21.142,5,0.57,0.85,1
172.16.21.159,3,0.5,0.5,1
172.16.21.160,0,0.0,0.0,0
172.16.21.168,1,0.4884,0.4884,0
172.16.21.177,2,0.768,0.85,0
172.16.21.178,1,0.5,0.5,0
172.16.21.203,0,0.0,0.0,0
172.16.21.217,2,0.5,0.5,0
172.16.21.222,3,0.46,0.4625,0
172.16.21.229,2,0.479,0.479,0
172.16.21.230,2,0.5,0.5,0
172.16.21.236,2,0.5,0.5,0
172.16.21.246,3,0.4948,0.5,0
172.16.21.25,1,0.5,0.5,0
172.16.21.26,1,0.4739,0.4739,0
172.16.21.30,5,0.5,0.5,1
172.16.21.33,3,0.5,0.5,1
172.16.21.34,5,0.4985,0.5,0
172.16.21.38,1,0.5,0.5,0
172.16.21.42,6,0.4969,0.5,0
172.16.21.48,7,0.5286,0.7,1
172.16.21.52,6,0.4981,0.5,0
172.16.21.55,0,0.0,0.0,0
172.16.21.62,1,0.5,0.5,0
172.16.21.70,7,0.7405,0.85,1
172.16.21.72,6,0.6167,0.85,1
172.16.21.80,1,0.4859,0.4859,0
172.16.21.84,0,0.0,0.0,0
172.16.21.87,3,0.5667,0.7,1
172.16.21.92,3,0.5,0.5,1
172.16.21.95,0,0.0,0.0,0
172.16.21.97,4,0.494,0.5,0
172.16.22.104,3,0.4941,0.5,0
172.16.22.110,3,0.5,0.5,1
172.16.22.12,2,0.6,0.7,0
172.16.22.123,3,0.4959,0.5,0
172.16.22.124,4,0.4981,0.5,0
172.16.22.137,3,0.4933,0.5,0
172.16.22.14,4,0.5,0.5,1
172.16.22.143,7,0.4972,0.5,0
172.16.22.148,1,0.4823,0.4823,0
172.16.22.149,1,0.483,0.483,0
172.16.22.152,2,0.4915,0.5,0
172.16.22.155,0,0.0,0.0,0
172.16.22.159,0,0.0,0.0,0
172.16.22.163,8,0.5369,0.85,1
172.16.22.166,3,0.743,0.85,1
172.16.22.172,5,0.4973,0.5,0
172.16.22.181,1,0.4864,0.4864,0
172.16.22.183,1,0.5,0.5,0
172.16.22.187,2,0.492,0.5,0
172.16.22.189,1,0.4967,0.4967,0
172.16.22.190,0,0.0,0.0,0
172.16.22.2,2,0.492,0.5,0
172.16.22.20,0,0.0,0.0,0
172.16.22.204,5,0.5,0.5,1
172.16.22.208,1,0.5,0.5,0
172.16.22.213,0,0.0,0.0,0
172.16.22.217,0,0.0,0.0,0
172.16.22.218,2,0.5,0.5,0
172.16.22.222,3,0.4951,0.5,0
172.16.22.223,6,0.4981,0.5,0
172.16.22.233,3,0.4948,0.5,0
172.16.22.238,2,0.5,0.5,0
172.16.22.247,2,0.5,0.5,0
172.16.22.25,5,0.4959,0.5,0
172.16.22.252,1,0.4852,0.4852,0
172.16.22.29,1,0.4951,0.4951,0
172.16.22.36,1,0.4851,0.4851,0
172.16.22.38,2,0.488,0.5,0
172.16.22.39,3,0.4912,0.5,0
172.16.22.42,1,0.5,0.5,0
172.16.22.44,7,0.5786,0.85,1
172.16.22.45,3,0.4941,0.5,0
172.16.22.47,1,0.486,0.486,0
172.16.22.48,0,0.0,0.0,0
172.16.22.59,0,0.0,0.0,0
172.16.22.61,4,0.55,0.7,1
172.16.22.63,2,0.5,0.5,0
172.16.22.7,2,0.4916,0.5,0
172.16.22.70,1,0.5,0.5,0
172.16.22.77,2,0.5,0.5,0
172.16.22.8,2,0.4932,0.5,0
172.16.22.84,2,0.4912,0.5,0
172.16.22.89,4,0.5841,0.85,1
172.16.22.90,0,0.0,0.0,0
172.16.22.99,1,0.4838,0.4838,0
172.16.23.10,4,0.5,0.5,1
172.16.23.102,2,0.5,0.5,0
172.16.23.105,3,0.4959,0.5,0
172.16.23.108,1,0.4914,0.4914,0
172.16.23.109,3,0.5,0.5,1
172.16.23.111,8,0.5235,0.7,1
172.16.23.114,3,0.5,0.5,1
172.16.23.117,2,0.5,0.5,0
172.16.23.118,5,0.4964,0.5,0
172.16.23.12,1,0.5,0.5,0
172.16.23.121,0,0.0,0.0,0
172.16.23.130,6,0.4968,0.5,0
172.16.23.131,0,0.0,0.0,0
172.16.23.132,5,0.577,0.7,1
172.16.23.133,10,0.5733,0.85,1
172.16.23.136,5,0.5,0.5,1
172.16.23.139,1,0.5,0.5,0
172.16.23.141,3,0.5,0.5,1
172.16.23.145,5,0.5,0.5,1
172.16.23.149,3,0.4956,0.5,0
172.16.23.151,9,0.7149,0.85,1
172.16.23.157,3,0.7439,0.85,1
172.16.23.158,3,0.4931,0.5,0
172.16.23.159,1,0.4824,0.4824,0
172.16.23.167,1,0.7,0.7,0
172.16.23.178,1,0.5,0.5,0
172.16.23.18,5,0.4959,0.5,0
172.16.23.181,1,0.4804,0.4804,0
172.16.23.183,0,0.0,0.0,0
172.16.23.184,1,0.5,0.5,0
172.16.23.190,0,0.0,0.0,0
172.16.23.194,2,0.5,0.5,0
172.16.23.195,6,0.4968,0.5,0
172.16.23.202,1,0.4916,0.4916,0
172.16.23.212,8,0.5412,0.85,1
172.16.23.223,0,0.0,0.0,0
172.16.23.225,0,0.0,0.0,0
172.16.23.226,1,0.4765,0.4765,0
172.16.23.228,6,0.6134,0.85,1
172.16.23.23,1,0.5,0.5,0
172.16.23.230,9,0.5625,0.85,1
172.16.23.231,2,0.4919,0.5,0
172.16.23.234,4,0.4981,0.5,0
172.16.23.243,1,0.5,0.5,0
172.16.23.245,1,0.5,0.5,0
172.16.23.249,0,0.0,0.0,0
172.16.23.25,7,0.5,0.5,1
172.16.23.254,0,0.0,0.0,0
172.16.23.26,3,0.4946,0.5,0
172.16.23.31,5,0.5,0.5,1
172.16.23.33,1,0.479,0.479,0
172.16.23.34,0,0.0,0.0,0
172.16.23.35,2,0.5,0.5,0
172.16.23.39,5,0.5,0.5,1
172.16.23.44,3,0.5,0.5,1
172.16.23.50,5,0.577,0.7,1
172.16.23.52,0,0.0,0.0,0
172.16.23.57,1,0.5,0.5,0
172.16.23.58,1,0.4785,0.4785,0
172.16.23.63,1,0.688,0.688,0
172.16.23.83,2,0.4859,0.5,0
172.16.23.84,7,0.4984,0.5,0
172.16.23.85,4,0.5,0.5,1
172.16.23.87,3,0.5638,0.7,1
172.16.23.89,3,0.5,0.5,1
172.16.23.97,8,0.5235,0.7,1
172.16.24.1,7,0.526,0.7,1
172.16.24.103,4,0.4954,0.5,0
172.16.24.107,1,0.4858,0.4858,0
172.16.24.111,5,0.5,0.5,1
172.16.24.114,3,0.4927,0.5,0
172.16.24.115,2,0.5,0.5,0
172.16.24.126,0,0.0,0.0,0
172.16.24.143,2,0.5,0.5,0
172.16.24.149,4,0.4954,0.5,0
172.16.24.15,3,0.4978,0.5,0
172.16.24.151,4,0.5,0.5,1
172.16.24.16,9,0.5118,0.6443,1
172.16.24.160,4,0.4971,0.5,0
172.16.24.161,3,0.5,0.5,1
172.16.24.167,2,0.5,0.5,0
172.16.24.168,0,0.0,0.0,0
172.16.24.171,4,0.547,0.7,1
172.16.24.173,4,0.4948,0.5,0
172.16.24.175,4,0.5,0.5,1
172.16.24.184,0,0.0,0.0,0
172.16.24.19,0,0.0,0.0,0
172.16.24.198,3,0.4948,0.5,0
172.16.24.2,2,0.4893,0.5,0
172.16.24.20,3,0.5,0.5,1
172.16.24.202,1,0.49,0.49,0
172.16.24.204,1,0.85,0.85,0
172.16.24.21,3,0.5,0.5,1
172.16.24.210,2,0.5,0.5,0
172.16.24.213,1,0.4994,0.4994,0
172.16.24.216,3,0.4941,0.5,0
172.16.24.219,4,0.5,0.5,1
172.16.24.222,0,0.0,0.0,0
172.16.24.224,1,0.4851,0.4851,0
172.16.24.226,5,0.454,0.454,0
172.16.24.235,0,0.0,0.0,0
172.16.24.236,2,0.493,0.5,0
172.16.24.238,1,0.4773,0.4773,0
172.16.24.241,2,0.4916,0.5,0
172.16.24.250,4,0.55,0.7,1
172.16.24.26,3,0.4942,0.5,0
172.16.24.29,4,0.5,0.5,1
172.16.24.39,7,0.5767,0.85,1
172.16.24.4,1,0.5,0.5,0
172.16.24.45,0,0.0,0.0,0
172.16.24.46,1,0.5,0.5,0
172.16.24.48,1,0.486,0.486,0
172.16.24.5,5,0.4979,0.5,0
172.16.24.51,2,0.5,0.5,0
172.16.24.53,8,0.5688,0.85,1
172.16.24.54,2,0.675,0.85,0
172.16.24.59,7,0.5786,0.85,1
172.16.24.62,1,0.4881,0.4881,0
172.16.24.63,2,0.496,0.5,0
172.16.24.68,11,0.5848,0.85,1
172.16.24.70,2,0.4915,0.5,0
172.16.24.75,1,0.5,0.5,0
172.16.24.80,1,0.5,0.5,0
172.16.24.82,1,0.4892,0.4892,0
172.16.24.87,2,0.4908,0.4989,0
172.16.24.95,1,0.4856,0.4856,0
172.16.24.96,0,0.0,0.0,0
172.16.24.98,3,0.4944,0.5,0
172.16.24.99,0,0.0,0.0,0
172.16.25.1,7,0.5286,0.7,1
172.16.25.105,0,0.0,0.0,0
172.16.25.111,1,0.5,0.5,0
172.16.25.114,4,0.5,0.5,1
172.16.25.121,5,0.4951,0.5,0
172.16.25.122,6,0.4969,0.5,0
172.16.25.130,1,0.4847,0.4847,0
172.16.25.133,2,0.4905,0.5,0
172.16.25.136,1,0.5,0.5,0
172.16.25.142,9,0.5625,0.85,1
172.16.25.145,0,0.0,0.0,0
172.16.25.149,0,0.0,0.0,0
172.16.25.162,1,0.5,0.5,0
172.16.25.167,0,0.0,0.0,0
172.16.25.181,1,0.4918,0.4918,0
172.16.25.183,3,0.4959,0.5,0
172.16.25.184,2,0.5,0.5,0
172.16.25.191,1,0.5,0.5,0
172.16.25.198,0,0.0,0.0,0
172.16.25.199,2,0.4917,0.5,0
172.16.25.2,0,0.0,0.0,0
172.16.25.205,0,0.0,0.0,0
172.16.25.209,4,0.4977,0.5,0
172.16.25.21,3,0.4948,0.5,0
172.16.25.211,1,0.4833,0.4833,0
172.16.25.212,2,0.5,0.5,0
172.16.25.219,1,0.5,0.5,0
172.16.25.221,3,0.4956,0.5,0
172.16.25.224,11,0.8067,0.85,1
172.16.25.226,9,0.5372,0.85,1
172.16.25.24,2,0.4879,0.5,0
172.16.25.243,3,0.4946,0.5,0
172.16.25.246,3,0.4952,0.5,0
172.16.25.26,4,0.495,0.5,0
172.16.25.27,1,0.5,0.5,0
172.16.25.3,0,0.0,0.0,0
172.16.25.31,1,0.4844,0.4844,0
172.16.25.36,1,0.4817,0.4817,0
172.16.25.4,0,0.0,0.0,0
172.16.25.40,0,0.0,0.0,0
172.16.25.41,5,0.4964,0.5,0
172.16.25.49,1,0.5,0.5,0
172.16.25.5,2,0.5923,0.7,0
172.16.25.50,1,0.466,0.466,0
172.16.25.59,1,0.5,0.5,0
172.16.25.60,7,0.4948,0.5,0
172.16.25.61,3,0.4949,0.5,0
172.16.25.65,2,0.4923,0.5,0
172.16.25.79,1,0.4929,0.4929,0
172.16.25.8,6,0.6167,0.85,1
172.16.25.80,0,0.0,0.0,0
172.16.25.88,2,0.5,0.5,0
172.16.25.9,2,0.49,0.5,0
172.16.25.94,2,0.5,0.5,0
172.16.25.97,3,0.4948,0.5,0
172.16.26.101,3,0.4944,0.5,0
172.16.26.108,1,0.4857,0.4857,0
172.16.26.110,1,0.4876,0.4876,0
172.16.26.116,3,0.5605,0.7,1
172.16.26.119,4,0.5465,0.7,1
172.16.26.122,2,0.5,0.5,0
172.16.26.123,3,0.5,0.5,1
172.16.26.131,5,0.4951,0.5,0
172.16.26.132,8,0.5235,0.7,1
172.16.26.134,2,0.4975,0.5,0
172.16.26.135,1,0.479,0.479,0
172.16.26.136,1,0.5,0.5,0
172.16.26.139,10,0.7975,1.0,1
172.16.26.14,1,0.5,0.5,0
172.16.26.143,4,0.4953,0.5,0
172.16.26.153,2,0.4986,0.5,0
172.16.26.158,1,0.4851,0.4851,0
172.16.26.160,2,0.5,0.5,0
172.16.26.164,2,0.494,0.5,0
172.16.26.18,3,0.4818,0.5,0
172.16.26.182,2,0.4989,0.5,0
172.16.26.184,4,0.5,0.5,1
172.16.26.194,1,0.7,0.7,0
172.16.26.199,2,0.4902,0.5,0
172.16.26.206,4,0.5465,0.7,1
172.16.26.211,1,0.5,0.5,0
172.16.26.214,1,0.5,0.5,0
172.16.26.215,3,0.493,0.5,0
172.16.26.218,5,0.5,0.5,1
172.16.26.223,4,0.5,0.5,1
172.16.26.226,3,0.5,0.5,1
172.16.26.227,3,0.5667,0.7,1
172.16.26.235,0,0.0,0.0,0
172.16.26.242,2,0.5,0.5,0
172.16.26.243,2,0.4939,0.5,0
172.16.26.249,1,0.4821,0.4821,0
172.16.26.250,3,0.5,0.5,1
172.16.26.26,1,0.5,0.5,0
172.16.26.27,1,0.5,0.5,0
172.16.26.33,1,0.4895,0.4895,0
172.16.26.38,0,0.0,0.0,0
172.16.26.49,1,0.5,0.5,0
172.16.26.51,2,0.4857,0.5,0
172.16.26.52,2,0.4905,0.5,0
172.16.26.58,1,0.4873,0.4873,0
172.16.26.63,5,0.5,0.5,1
172.16.26.65,0,0.0,0.0,0
172.16.26.71,0,0.0,0.0,0
172.16.26.73,0,0.0,0.0,0
172.16.26.78,2,0.675,0.8525,0
172.16.26.9,3,0.5,0.5,1
172.16.26.96,7,0.5286,0.925,1
172.16.26.98,2,0.4989,0.5,0
172.16.27.104,4,0.5458,0.7,1
172.16.27.111,1,0.5,0.5,0
172.16.27.114,3,0.5,0.5,1
172.16.27.124,2,0.5,0.5,0
172.16.27.126,1,0.8114,0.8114,0
172.16.27.129,1,0.4852,0.4852,0
172.16.27.135,0,0.0,0.0,0
172.16.27.147,3,0.5667,0.7,1
172.16.27.156,3,0.5,0.5,1
172.16.27.159,2,0.5,0.5,0
172.16.27.17,1,0.5,0.5,0
172.16.27.171,2,0.4935,0.5,0
172.16.27.172,2,0.5,0.5,0
172.16.27.176,4,0.5,0.5,1
172.16.27.182,0,0.0,0.0,0
172.16.27.183,1,0.5,0.5,0
172.16.27.19,3,0.4927,0.5,0
172.16.27.195,2,0.5,0.5,0
172.16.27.2,3,0.496,0.5,0
172.16.27.201,1,0.4907,0.4907,0
172.16.27.202,0,0.0,0.0,0
172.16.27.203,1,0.4848,0.4848,0
172.16.27.205,7,0.5446,0.85,1
172.16.27.210,1,0.4906,0.4906,0
172.16.27.211,1,0.5,0.5,0
172.16.27.214,3,0.5625,0.7,1
172.16.27.218,0,0.0,0.0,0
172.16.27.225,1,0.5,0.5,0
172.16.27.227,0,0.0,0.0,0
172.16.27.233,3,0.4876,0.5,0
172.16.27.238,2,0.4932,0.5,0
172.16.27.239,7,0.4972,0.5,0
172.16.27.245,13,0.7794,0.85,1
172.16.27.246,1,0.4819,0.4819,0
172.16.27.251,4,0.4954,0.5,0
172.16.27.252,1,0.7,0.7,0
172.16.27.31,1,0.7,0.7,0
172.16.27.33,2,0.4915,0.5,0
172.16.27.44,3,0.4968,0.5,0
172.16.27.49,5,0.5744,0.7,1
172.16.27.50,3,0.4896,0.5,0
172.16.27.51,2,0.4929,0.5,0
172.16.27.6,3,0.4944,0.5,0
172.16.27.62,1,0.4952,0.4952,0
172.16.27.67,0,0.0,0.0,0
172.16.27.73,4,0.4976,0.5,0
172.16.27.75,2,0.5,0.5,0
172.16.27.76,3,0.5,0.5,1
172.16.27.8,2,0.4899,0.5,0
172.16.27.86,3,0.5,0.5,1
172.16.27.93,4,0.545,0.7,1
172.16.28.10,2,0.5,0.5,0
172.16.28.105,9,0.5256,0.7,1
172.16.28.119,0,0.0,0.0,0
172.16.28.12,1,0.7,0.7,0
172.16.28.121,1,0.4625,0.4625,0
172.16.28.125,1,0.4888,0.4888,0
172.16.28.136,7,0.5,0.5,1
172.16.28.138,1,0.5,0.5,0
172.16.28.154,1,0.7,0.7,0
172.16.28.156,1,0.5,0.5,0
172.16.28.161,7,0.4972,0.5,0
172.16.28.163,1,0.5,0.5,0
172.16.28.165,7,0.5767,0.85,1
172.16.28.167,2,0.4879,0.5,0
172.16.28.174,6,0.4981,0.5,0
172.16.28.177,2,0.6708,0.85,0
172.16.28.181,8,0.5412,0.85,1
172.16.28.186,5,0.4975,0.5,0
172.16.28.187,6,0.4981,0.5,0
172.16.28.189,3,0.5625,0.7,1
172.16.28.199,0,0.0,0.0,0
172.16.28.203,2,0.4915,0.5,0
172.16.28.21,4,0.4971,0.5,0
172.16.28.214,1,0.5,0.5,0
172.16.28.234,1,0.4967,0.4967,0
172.16.28.239,2,0.4885,0.5,0
172.16.28.245,5,0.5,0.5,1
172.16.28.252,2,0.4944,0.5,0
172.16.28.38,2,0.4933,0.5,0
172.16.28.42,4,0.495,0.5,0
172.16.28.43,4,0.5,0.5,1
172.16.28.5,6,0.4968,0.5,0
172.16.28.51,0,0.0,0.0,0
172.16.28.77,1,0.5,0.5,0
172.16.28.8,1,0.5,0.5,0
172.16.28.83,2,0.771,0.85,0
172.16.28.85,1,0.5,0.5,0
172.16.28.87,1,0.4939,0.4939,0
172.16.28.91,0,0.0,0.0,0
172.16.28.97,5,0.4966,0.5,0
172.16.29.1,8,0.5235,0.7,1
172.16.29.100,1,0.5,0.5,0
172.16.29.109,3,0.4949,0.5,0
172.16.29.111,12,0.8042,0.925,1
172.16.29.120,5,0.5,0.5,1
172.16.29.121,8,0.5369,0.85,1
172.16.29.123,3,0.5,0.5,1
172.16.29.139,1,0.7,0.7,0
172.16.29.14,5,0.4964,0.5,0
172.16.29.142,2,0.488,0.5,0
172.16.29.146,5,0.5063,0.55,1
172.16.29.158,3,0.4875,0.5,0
172.16.29.159,4,0.55,0.7,1
172.16.29.16,7,0.5286,0.7,1
172.16.29.165,1,0.5,0.5,0
172.16.29.179,3,0.4952,0.5,0
172.16.29.18,2,0.6,0.7,0
172.16.29.205,2,0.6634,0.85,0
172.16.29.208,5,0.4689,0.4689,0
172.16.29.209,10,0.7584,0.85,1
172.16.29.212,1,0.4868,0.4868,0
172.16.29.219,5,0.4973,0.5,0
172.16.29.220,4,0.4976,0.5,0
172.16.29.227,5,0.4975,0.5,0
172.16.29.236,8,0.5235,0.7,1
172.16.29.250,4,0.5594,0.85,1
172.16.29.252,4,0.5457,0.7,1
172.16.29.29,2,0.5,0.5,0
172.16.29.49,7,0.5,0.5,1
172.16.29.50,0,0.0,0.0,0
172.16.29.58,6,0.4968,0.5,0
172.16.29.60,3,0.4939,0.5,0
172.16.29.72,1,0.4961,0.4961,0
172.16.29.75,1,0.5,0.5,0
172.16.29.79,1,0.4814,0.4814,0
172.16.29.80,2,0.4964,0.5,0
172.16.29.82,2,0.5,0.5,0
172.16.29.83,1,0.4777,0.4777,0
172.16.29.85,1,0.5,0.5,0
172.16.29.88,1,0.5,0.5,0
172.16.29.9,4,0.5841,0.85,1
172.16.29.91,7,0.5786,0.85,1
172.16.29.95,1,0.4787,0.4787,0
172.16.29.99,4,0.5875,0.85,1
172.16.3.10,1,0.4846,0.4846,0
172.16.3.100,3,0.4941,0.5,0
172.16.3.105,7,0.55,0.85,1
172.16.3.113,1,0.5,0.5,0
172.16.3.114,4,0.5457,0.7,1
172.16.3.116,1,0.4978,0.4978,0
172.16.3.121,1,0.5,0.5,0
172.16.3.136,1,0.85,0.85,0
172.16.3.137,1,0.5,0.5,0
172.16.3.142,1,0.4851,0.4851,0
172.16.3.147,0,0.0,0.0,0
172.16.3.153,2,0.5,0.5,0
172.16.3.154,1,0.4816,0.4816,0
172.16.3.156,3,0.5,0.5,1
172.16.3.164,1,0.5,0.5,0
172.16.3.174,2,0.5,0.5,0
172.16.3.176,0,0.0,0.0,0
172.16.3.179,0,0.0,0.0,0
172.16.3.180,1,0.5,0.5,0
172.16.3.182,1,0.4912,0.4912,0
172.16.3.183,0,0.0,0.0,0
172.16.3.185,7,0.4972,0.5,0
172.16.3.193,0,0.0,0.0,0
172.16.3.194,2,0.4844,0.5,0
172.16.3.195,1,0.5,0.5,0
172.16.3.196,8,0.5369,0.85,1
172.16.3.202,5,0.4966,0.5,0
172.16.3.206,6,0.6985,0.85,1
172.16.3.207,1,0.4856,0.4856,0
172.16.3.208,3,0.4959,0.5,0
172.16.3.209,1,0.4851,0.4851,0
172.16.3.210,0,0.0,0.0,0
172.16.3.218,8,0.5,0.5,1
172.16.3.221,4,0.5875,0.85,1
172.16.3.222,2,0.4935,0.5,0
172.16.3.227,1,0.5,0.5,0
172.16.3.233,1,0.4939,0.4939,0
172.16.3.236,1,0.5,0.5,0
172.16.3.239,1,0.486,0.486,0
172.16.3.242,6,0.5302,0.7,1
172.16.3.246,4,0.7314,0.85,1
172.16.3.249,7,0.5286,0.7,1
172.16.3.25,3,0.5667,0.7,1
172.16.3.250,2,0.4935,0.5,0
172.16.3.29,1,0.85,0.85,0
172.16.3.33,2,0.525,0.55,0
172.16.3.37,0,0.0,0.0,0
172.16.3.47,3,0.4954,0.5,0
172.16.3.51,1,0.5,0.5,0
172.16.3.53,0,0.0,0.0,0
172.16.3.55,2,0.4962,0.5,0
172.16.3.69,7,0.5,0.5,1
