ip_1,ip_2,shared_targets_count,jaccard_overlap,timing_similarity,ua_similarity,endpoint_similarity,failure_similarity,composite_score
103.11.30.176,103.241.194.163,1,0.0435,0.9999,1.0,1.0,1.0,0.7261
103.30.37.187,103.33.209.206,1,0.0476,0.9636,1.0,1.0,1.0,0.7261
103.23.228.112,103.87.2.77,1,0.0526,0.9777,1.0,1.0,0.9231,0.7261
103.232.38.46,103.43.87.22,1,0.0556,0.8946,1.0,1.0,1.0,0.7261
103.174.79.128,103.210.10.200,1,0.0714,0.8493,1.0,1.0,0.875,0.7261
103.153.207.164,103.192.147.215,1,0.0455,0.9829,1.0,1.0,1.0,0.7261
103.245.179.120,103.42.131.27,1,0.05,0.9431,1.0,1.0,1.0,0.7261
103.127.241.174,103.59.1.31,1,0.0625,0.8337,1.0,1.0,1.0,0.7261
103.226.111.157,103.36.43.203,1,0.0526,0.92,1.0,1.0,1.0,0.7261
103.180.110.227,103.21.11.254,1,0.0455,0.9826,1.0,1.0,1.0,0.7261
103.115.26.135,103.69.176.7,1,0.0625,0.8334,1.0,1.0,1.0,0.7261
103.188.34.196,103.44.124.40,1,0.0556,0.952,1.0,1.0,0.9231,0.7261
103.77.22.103,103.79.52.86,1,0.0625,0.8907,1.0,1.0,0.9242,0.7261
103.37.234.114,103.78.206.26,1,0.0476,0.9637,1.0,1.0,1.0,0.7261
103.181.20.176,103.204.197.75,1,0.0556,0.9775,1.0,1.0,0.8889,0.7261
103.213.28.84,103.99.155.148,1,0.05,0.943,1.0,1.0,1.0,0.7261
103.158.80.157,103.81.216.8,1,0.0588,0.8658,1.0,1.0,1.0,0.7261
103.144.233.35,103.232.198.59,1,0.05,0.9432,1.0,1.0,1.0,0.7261
103.184.225.82,103.82.153.5,1,0.0526,0.9949,1.0,1.0,0.9,0.7261
103.105.48.219,103.248.145.235,1,0.05,0.943,1.0,1.0,1.0,0.7261
103.54.157.178,103.89.199.84,1,0.0526,0.9199,1.0,1.0,1.0,0.7261
103.216.203.198,103.58.75.113,1,0.0526,0.9198,1.0,1.0,1.0,0.7261
103.122.63.237,103.188.48.65,1,0.0625,0.9019,1.0,1.0,0.9091,0.7261
103.218.254.8,103.81.216.8,1,0.0455,0.9829,1.0,1.0,1.0,0.7261
103.193.128.157,103.209.41.5,1,0.0526,0.9513,1.0,1.0,0.9583,0.7261
103.152.210.212,103.39.4.246,1,0.0588,0.9907,1.0,1.0,0.8333,0.7261
103.237.150.64,103.48.176.217,1,0.0588,0.991,1.0,1.0,0.8333,0.7261
103.213.54.202,103.38.172.106,1,0.05,0.9429,1.0,1.0,1.0,0.7261
103.197.224.135,103.37.176.209,1,0.0556,0.8943,1.0,1.0,1.0,0.7261
185.193.212.137,185.51.168.171,1,0.0556,0.9778,1.0,1.0,0.8889,0.7261
103.144.233.35,103.35.203.217,1,0.0526,0.9199,1.0,1.0,1.0,0.7261
103.118.94.90,103.14.10.87,1,0.0625,0.9086,1.0,1.0,0.9,0.7261
103.142.138.102,103.16.185.152,1,0.0625,0.9019,1.0,1.0,0.9091,0.7261
103.133.45.125,103.138.71.208,1,0.05,0.9429,1.0,1.0,1.0,0.7261
103.66.55.220,103.93.217.96,1,0.0435,0.9999,1.0,1.0,1.0,0.7261
103.209.72.120,103.61.234.24,1,0.0588,0.991,1.0,1.0,0.8333,0.7261
103.136.62.22,103.156.63.44,1,0.0476,0.9637,1.0,1.0,1.0,0.7261
103.18.7.159,103.234.100.228,1,0.0526,0.9201,1.0,1.0,1.0,0.7261
103.78.106.238,103.94.115.139,1,0.0588,0.9281,1.0,1.0,0.9167,0.7261
103.152.167.19,103.249.211.229,1,0.0588,0.9729,1.0,1.0,0.8571,0.7261
103.93.112.149,103.95.88.102,1,0.0455,0.9826,1.0,1.0,1.0,0.7261
103.13.45.162,103.32.161.212,1,0.0526,0.92,1.0,1.0,1.0,0.7261
103.186.180.115,103.33.15.241,1,0.0476,0.9637,1.0,1.0,1.0,0.7261
103.149.207.2,103.23.237.138,1,0.0667,0.7971,1.0,1.0,1.0,0.7261
185.123.253.125,185.123.32.60,1,0.0588,0.8658,1.0,1.0,1.0,0.7261
103.134.169.112,103.87.114.191,1,0.0526,0.988,1.0,1.0,0.9091,0.7261
103.163.154.2,103.227.153.224,1,0.0476,0.9637,1.0,1.0,1.0,0.7261
103.197.85.108,103.42.35.3,1,0.0476,0.9636,1.0,1.0,1.0,0.7261
103.192.222.134,103.239.128.39,1,0.0526,0.9202,1.0,1.0,1.0,0.7261
103.154.67.16,103.171.122.149,1,0.0455,0.9828,1.0,1.0,1.0,0.7261
103.212.78.137,103.42.131.27,1,0.0476,0.9636,1.0,1.0,1.0,0.7261
103.153.207.164,103.211.101.38,1,0.0625,0.9276,1.0,1.0,0.875,0.7261
103.144.165.225,103.214.158.57,1,0.0526,0.9202,1.0,1.0,1.0,0.7261
103.131.147.191,103.232.38.46,1,0.05,0.943,1.0,1.0,1.0,0.7261
103.34.117.80,103.69.176.7,1,0.0625,0.8337,1.0,1.0,1.0,0.7261
103.248.12.176,103.88.116.121,1,0.0476,0.9639,1.0,1.0,1.0,0.7261
103.238.57.19,103.48.190.149,1,0.0526,0.9282,1.0,1.0,0.9891,0.7261
103.229.66.4,103.83.238.205,1,0.0526,0.9778,1.0,1.0,0.9231,0.7261
103.115.62.159,103.89.233.155,1,0.0455,0.9827,1.0,1.0,1.0,0.7261
103.196.200.208,103.227.82.67,1,0.05,0.9963,1.0,1.0,0.9286,0.7261
185.238.110.49,185.51.120.29,1,0.0526,0.9948,1.0,1.0,0.9,0.7261
103.246.210.60,103.70.185.114,1,0.05,0.9791,1.0,1.0,0.9519,0.7261
103.152.138.5,103.42.35.3,1,0.0625,0.9587,1.0,1.0,0.8333,0.7261
103.100.91.161,103.197.32.24,1,0.05,0.9428,1.0,1.0,1.0,0.7261
103.39.4.246,103.92.156.62,1,0.0556,0.9519,1.0,1.0,0.9231,0.7261
103.52.10.178,103.92.52.50,1,0.0526,0.9199,1.0,1.0,1.0,0.7261
103.134.169.112,103.99.158.211,1,0.0556,0.9625,1.0,1.0,0.9091,0.7261
103.136.62.22,103.74.4.118,1,0.0526,0.92,1.0,1.0,1.0,0.7261
103.171.157.97,103.241.81.141,1,0.0556,0.8946,1.0,1.0,1.0,0.7261
103.11.2.46,103.159.241.229,1,0.0476,0.964,1.0,1.0,1.0,0.7261
103.220.71.236,103.92.95.230,1,0.0435,1.0,1.0,1.0,1.0,0.7261
103.153.46.248,103.50.137.154,1,0.0476,0.9638,1.0,1.0,1.0,0.7261
103.231.118.228,103.238.57.19,1,0.0526,0.9283,1.0,1.0,0.9891,0.7261
103.102.222.28,103.228.59.23,1,0.0714,0.8493,1.0,1.0,0.875,0.7261
103.63.148.176,103.89.233.155,1,0.0526,0.9882,1.0,1.0,0.9091,0.7261
103.143.187.162,103.220.204.25,1,0.0476,0.964,1.0,1.0,1.0,0.7261
103.228.246.88,103.236.167.99,1,0.0526,0.9882,1.0,1.0,0.9091,0.7261
103.181.253.52,103.211.179.155,1,0.0526,0.9198,1.0,1.0,1.0,0.7261
185.237.115.174,185.238.129.200,1,0.0667,0.8804,1.0,1.0,0.8889,0.7261
103.193.67.27,103.99.155.148,1,0.05,0.943,1.0,1.0,1.0,0.7261
103.130.117.132,103.45.23.187,1,0.0526,0.9778,1.0,1.0,0.9231,0.7261
103.18.251.10,103.206.120.121,1,0.0625,0.8337,1.0,1.0,1.0,0.7261
103.21.86.90,103.212.78.137,1,0.0526,0.9198,1.0,1.0,1.0,0.7261
103.161.149.84,103.220.26.116,1,0.0476,0.9636,1.0,1.0,1.0,0.7261
103.56.205.136,103.87.187.201,1,0.0588,0.9283,1.0,1.0,0.9167,0.7261
103.163.154.2,103.81.65.34,1,0.0455,0.9828,1.0,1.0,1.0,0.7261
103.192.195.172,103.209.41.5,1,0.0435,0.9999,1.0,1.0,1.0,0.7261
103.182.13.28,103.210.78.90,1,0.0526,0.9825,1.0,1.0,0.9167,0.7261
185.51.120.29,185.56.102.103,1,0.0526,0.9951,1.0,1.0,0.9,0.7261
103.112.122.78,103.115.26.135,1,0.0476,0.964,1.0,1.0,1.0,0.7261
103.184.225.82,103.245.179.120,1,0.0526,0.9948,1.0,1.0,0.9,0.7261
103.133.247.177,103.79.52.86,1,0.0625,0.8906,1.0,1.0,0.9242,0.7261
103.199.29.155,103.79.52.86,1,0.0769,0.8325,1.0,1.0,0.8333,0.7261
103.195.174.81,103.91.215.226,1,0.0526,0.9777,1.0,1.0,0.9231,0.7261
103.199.138.55,103.248.12.176,1,0.0588,0.8657,1.0,1.0,1.0,0.7261
103.115.220.134,103.32.128.225,1,0.0476,0.9631,1.0,1.0,1.0,0.726
103.131.29.90,103.167.72.71,1,0.0476,0.9631,1.0,1.0,1.0,0.726
103.23.177.133,103.95.88.102,1,0.0455,0.9821,1.0,1.0,1.0,0.726
103.14.10.87,103.95.210.51,1,0.0588,0.9402,1.0,1.0,0.9,0.726
103.43.53.168,103.74.4.118,1,0.0526,0.9193,1.0,1.0,1.0,0.726
103.153.158.189,103.171.122.149,1,0.0435,0.9998,1.0,1.0,1.0,0.726
103.204.253.139,103.95.90.226,1,0.0526,0.9692,1.0,1.0,0.934,0.726
103.123.239.91,103.91.198.113,1,0.05,0.996,1.0,1.0,0.9286,0.726
103.18.70.106,103.242.173.94,1,0.0526,0.9196,1.0,1.0,1.0,0.726
103.144.165.225,103.88.77.130,1,0.0455,0.9824,1.0,1.0,1.0,0.726
103.115.26.135,103.156.63.44,1,0.0476,0.9631,1.0,1.0,1.0,0.726
103.144.12.66,103.60.125.102,1,0.0476,0.9635,1.0,1.0,1.0,0.726
103.174.207.107,103.237.195.117,1,0.0526,0.9194,1.0,1.0,1.0,0.726
103.142.35.228,103.161.122.215,1,0.0526,0.9194,1.0,1.0,1.0,0.726
103.130.117.132,103.175.170.16,1,0.0526,0.977,1.0,1.0,0.9231,0.726
103.217.189.160,103.43.246.52,1,0.0588,0.8653,1.0,1.0,1.0,0.726
185.31.17.78,185.98.33.54,1,0.0556,0.969,1.0,1.0,0.9,0.726
103.10.186.9,103.127.185.50,1,0.0476,0.9631,1.0,1.0,1.0,0.726
185.146.249.18,185.90.29.179,1,0.0556,0.9772,1.0,1.0,0.8889,0.726
103.100.91.161,103.42.9.178,1,0.0526,0.9196,1.0,1.0,1.0,0.726
103.228.234.169,103.243.122.128,1,0.0455,0.9822,1.0,1.0,1.0,0.726
103.229.81.182,103.43.53.168,1,0.0455,0.9821,1.0,1.0,1.0,0.726
103.115.247.106,103.31.33.130,1,0.0588,0.9723,1.0,1.0,0.8571,0.726
103.227.54.205,103.72.226.141,1,0.05,0.9427,1.0,1.0,1.0,0.726
103.110.119.198,103.174.207.107,1,0.0526,0.9196,1.0,1.0,1.0,0.726
103.110.119.198,103.171.246.166,1,0.0556,0.894,1.0,1.0,1.0,0.726
103.133.45.125,103.234.100.228,1,0.0476,0.9634,1.0,1.0,1.0,0.726
103.32.124.186,103.66.111.75,1,0.0556,0.9772,1.0,1.0,0.8889,0.726
103.109.96.35,103.213.54.202,1,0.0476,0.9633,1.0,1.0,1.0,0.726
103.119.101.46,103.218.68.46,1,0.0476,0.9634,1.0,1.0,1.0,0.726
103.181.253.52,103.48.41.71,1,0.0769,0.9571,1.0,1.0,0.6667,0.726
103.135.177.84,103.72.121.162,1,0.0435,0.9998,1.0,1.0,1.0,0.726
103.138.40.49,103.37.234.114,1,0.0769,0.7067,1.0,1.0,1.0,0.726
103.127.92.40,103.170.176.59,1,0.0455,0.9821,1.0,1.0,1.0,0.726
103.142.21.134,103.249.20.164,1,0.0526,0.991,1.0,1.0,0.9047,0.726
103.131.192.243,103.24.236.198,1,0.0526,0.9195,1.0,1.0,1.0,0.726
103.135.221.56,103.143.28.116,1,0.0625,0.908,1.0,1.0,0.9,0.726
103.149.148.94,103.75.168.150,1,0.05,0.996,1.0,1.0,0.9286,0.726
103.127.144.238,103.74.83.178,1,0.0526,0.9197,1.0,1.0,1.0,0.726
103.14.89.176,103.144.165.225,1,0.0455,0.9822,1.0,1.0,1.0,0.726
103.220.242.177,103.60.125.102,1,0.0455,0.9823,1.0,1.0,1.0,0.726
185.30.36.174,185.61.27.56,1,0.0714,0.9218,1.0,1.0,0.7778,0.726
103.138.40.49,103.200.15.214,1,0.0769,0.7069,1.0,1.0,1.0,0.726
103.195.146.158,103.42.35.3,1,0.0455,0.9821,1.0,1.0,1.0,0.726
103.65.188.20,103.70.56.151,1,0.0476,0.9633,1.0,1.0,1.0,0.726
103.49.215.127,103.65.158.165,1,0.05,1.0,1.0,1.0,0.9231,0.726
103.136.62.22,103.86.146.204,1,0.0556,0.9874,1.0,1.0,0.875,0.726
103.197.224.135,103.81.216.8,1,0.05,0.9424,1.0,1.0,1.0,0.726
103.166.232.44,103.99.10.38,1,0.0667,0.8802,1.0,1.0,0.8889,0.726
103.165.146.157,103.215.114.160,1,0.0526,0.9878,1.0,1.0,0.9091,0.726
103.88.77.130,103.94.202.221,1,0.0435,0.9994,1.0,1.0,1.0,0.726
103.186.180.115,103.248.109.160,1,0.0556,0.8939,1.0,1.0,1.0,0.726
103.193.67.27,103.94.202.221,1,0.0435,0.9995,1.0,1.0,1.0,0.726
103.182.73.157,103.58.75.113,1,0.0476,0.9632,1.0,1.0,1.0,0.726
103.143.77.145,103.229.81.182,1,0.0476,0.9632,1.0,1.0,1.0,0.726
103.158.224.246,103.207.161.169,1,0.0476,0.9955,1.0,1.0,0.9573,0.726
103.204.197.75,103.94.135.106,1,0.0476,0.9954,1.0,1.0,0.9573,0.726
103.166.139.148,103.36.176.115,1,0.0588,0.9335,1.0,1.0,0.9091,0.726
103.139.9.109,103.161.162.215,1,0.05,0.9424,1.0,1.0,1.0,0.726
103.130.188.197,103.53.195.88,1,0.0455,0.988,1.0,1.0,0.9924,0.726
103.206.110.178,103.31.227.162,1,0.0556,0.9518,1.0,1.0,0.9231,0.726
103.207.79.44,103.80.37.194,1,0.0556,0.9876,1.0,1.0,0.875,0.726
103.32.124.186,103.87.103.15,1,0.0667,0.9216,1.0,1.0,0.8333,0.726
103.130.233.236,103.195.146.158,1,0.05,0.9423,1.0,1.0,1.0,0.726
103.227.153.224,103.86.179.100,1,0.0455,0.9821,1.0,1.0,1.0,0.726
103.162.240.211,103.17.214.45,1,0.0435,0.9995,1.0,1.0,1.0,0.726
103.227.153.224,103.69.98.175,1,0.0476,0.9635,1.0,1.0,1.0,0.726
103.222.166.116,103.79.37.242,1,0.0625,0.9583,1.0,1.0,0.8333,0.726
103.125.99.91,103.209.41.5,1,0.0526,0.9508,1.0,1.0,0.9583,0.726
103.14.75.223,103.176.147.51,1,0.0556,0.9687,1.0,1.0,0.9,0.726
103.115.26.135,103.144.54.179,1,0.0625,0.9582,1.0,1.0,0.8333,0.726
103.190.100.122,103.32.161.212,1,0.0476,0.9631,1.0,1.0,1.0,0.726
103.197.207.148,103.91.198.113,1,0.05,0.9958,1.0,1.0,0.9286,0.726
103.213.55.196,103.54.170.172,1,0.0556,0.961,1.0,1.0,0.9102,0.726
103.23.232.88,103.91.215.226,1,0.0476,0.9888,1.0,1.0,0.9658,0.726
185.137.235.20,185.234.182.178,1,0.0526,0.9945,1.0,1.0,0.9,0.726
103.130.117.132,103.91.198.113,1,0.0526,0.9773,1.0,1.0,0.9231,0.726
103.133.32.146,103.67.39.88,1,0.0526,0.9771,1.0,1.0,0.9231,0.726
103.153.211.251,103.99.141.82,1,0.0588,0.8653,1.0,1.0,1.0,0.726
103.189.167.34,103.197.135.252,1,0.0667,0.8906,1.0,1.0,0.875,0.726
103.103.101.47,103.192.6.11,1,0.0526,0.9769,1.0,1.0,0.9231,0.726
103.36.176.115,103.85.157.236,1,0.0556,0.894,1.0,1.0,1.0,0.726
103.104.231.141,103.56.81.141,1,0.05,0.9959,1.0,1.0,0.9286,0.726
103.172.93.22,103.87.61.251,1,0.05,0.9963,1.0,1.0,0.9285,0.726
103.230.36.80,103.85.62.166,1,0.0526,0.9821,1.0,1.0,0.9167,0.726
103.159.232.170,103.96.174.177,1,0.0476,0.9768,1.0,1.0,0.9821,0.726
103.208.212.74,103.235.125.21,1,0.0476,0.9634,1.0,1.0,1.0,0.726
103.152.243.72,103.196.197.247,1,0.0588,0.9725,1.0,1.0,0.8571,0.726
103.182.118.180,103.53.73.197,1,0.0556,0.9514,1.0,1.0,0.9231,0.726
103.144.64.63,103.238.87.139,1,0.0556,0.9874,1.0,1.0,0.875,0.726
103.237.157.23,103.39.167.123,1,0.05,0.996,1.0,1.0,0.9286,0.726
103.135.168.5,103.151.131.143,1,0.0476,0.9631,1.0,1.0,1.0,0.726
103.225.107.40,103.78.206.26,1,0.0476,0.9635,1.0,1.0,1.0,0.726
103.166.139.148,103.55.41.172,1,0.0455,0.9882,1.0,1.0,0.9924,0.726
185.237.182.122,185.74.236.130,1,0.0556,0.9688,1.0,1.0,0.9,0.726
103.196.203.250,103.40.55.207,1,0.0526,0.9197,1.0,1.0,1.0,0.726
185.193.95.46,185.78.105.29,1,0.0526,0.9947,1.0,1.0,0.9,0.726
103.131.147.191,103.50.137.154,1,0.0476,0.9633,1.0,1.0,1.0,0.726
185.178.237.42,185.26.103.159,1,0.0909,0.7721,1.0,1.0,0.75,0.726
103.131.147.191,103.219.210.28,1,0.05,0.9423,1.0,1.0,1.0,0.726
103.17.214.45,103.96.237.173,1,0.0435,0.9998,1.0,1.0,1.0,0.726
103.112.146.235,103.204.197.75,1,0.0556,0.977,1.0,1.0,0.8889,0.726
103.133.247.177,103.175.52.46,1,0.0476,0.9631,1.0,1.0,1.0,0.726
103.209.72.120,103.54.67.201,1,0.0526,0.9195,1.0,1.0,1.0,0.726
103.122.189.49,103.19.118.100,1,0.0588,0.9278,1.0,1.0,0.9167,0.726
103.183.230.84,103.65.135.78,1,0.0556,0.8938,1.0,1.0,1.0,0.726
103.168.238.38,103.179.70.170,1,0.0455,0.9824,1.0,1.0,1.0,0.726
103.103.45.166,103.92.156.62,1,0.0455,0.9994,1.0,1.0,0.9769,0.726
103.107.84.127,103.179.70.170,1,0.0435,0.9998,1.0,1.0,1.0,0.726
103.130.150.125,103.30.37.187,1,0.0455,0.9823,1.0,1.0,1.0,0.726
103.147.240.254,103.79.134.116,1,0.0435,0.9995,1.0,1.0,1.0,0.726
103.222.166.116,103.69.251.98,1,0.0455,0.9822,1.0,1.0,1.0,0.726
103.156.238.147,103.181.5.97,1,0.0435,0.9998,1.0,1.0,1.0,0.726
103.156.153.138,103.71.126.100,1,0.0625,0.9164,1.0,1.0,0.8889,0.726
103.104.142.43,103.217.137.21,1,0.0588,0.8651,1.0,1.0,1.0,0.726
103.133.160.187,103.45.10.50,1,0.0833,0.7575,1.0,1.0,0.8571,0.7259
103.223.152.17,103.83.224.172,1,0.0556,0.9513,1.0,1.0,0.9231,0.7259
103.168.238.38,103.95.210.51,1,0.05,0.9419,1.0,1.0,1.0,0.7259
103.151.11.248,103.22.141.103,1,0.05,0.9421,1.0,1.0,1.0,0.7259
103.107.14.79,103.162.240.211,1,0.0526,0.9189,1.0,1.0,1.0,0.7259
103.135.28.37,103.167.72.71,1,0.0476,0.963,1.0,1.0,1.0,0.7259
103.207.50.134,103.232.112.4,1,0.05,0.942,1.0,1.0,1.0,0.7259
103.116.46.42,103.72.141.41,1,0.0455,0.9818,1.0,1.0,1.0,0.7259
103.13.45.162,103.65.188.20,1,0.0455,0.9818,1.0,1.0,1.0,0.7259
103.156.63.44,103.161.243.39,1,0.0476,0.9628,1.0,1.0,1.0,0.7259
103.21.86.90,103.211.18.139,1,0.0588,0.9479,1.0,1.0,0.8889,0.7259
103.132.119.217,103.133.247.177,1,0.0476,0.9627,1.0,1.0,1.0,0.7259
103.144.11.82,103.70.189.106,1,0.05,0.9999,1.0,1.0,0.9231,0.7259
103.16.250.117,103.83.4.88,1,0.0588,0.8648,1.0,1.0,1.0,0.7259
103.128.43.109,103.155.124.181,1,0.0435,0.9992,1.0,1.0,1.0,0.7259
103.117.51.192,103.132.235.122,1,0.0526,0.9191,1.0,1.0,1.0,0.7259
103.128.72.4,103.70.56.151,1,0.0455,0.9818,1.0,1.0,1.0,0.7259
103.142.21.134,103.243.174.78,1,0.0526,0.9903,1.0,1.0,0.9047,0.7259
103.47.170.39,103.91.183.98,1,0.0526,0.9188,1.0,1.0,1.0,0.7259
103.115.196.163,103.57.7.196,1,0.0556,0.9561,1.0,1.0,0.9167,0.7259
103.54.29.96,103.58.83.89,1,0.05,0.9419,1.0,1.0,1.0,0.7259
103.153.207.164,103.246.148.23,1,0.0476,0.963,1.0,1.0,1.0,0.7259
103.100.91.161,103.17.214.45,1,0.0435,0.9993,1.0,1.0,1.0,0.7259
103.207.50.134,103.234.100.228,1,0.0435,0.9992,1.0,1.0,1.0,0.7259
103.57.203.224,103.75.168.150,1,0.0625,0.8328,1.0,1.0,1.0,0.7259
103.28.80.157,103.91.198.113,1,0.0667,0.9628,1.0,1.0,0.7778,0.7259
103.176.147.51,103.223.252.189,1,0.05,0.942,1.0,1.0,1.0,0.7259
103.196.197.247,103.207.50.134,1,0.0588,0.972,1.0,1.0,0.8571,0.7259
103.140.157.244,103.59.1.31,1,0.0667,0.8713,1.0,1.0,0.9,0.7259
103.166.241.191,103.183.103.84,1,0.0526,0.919,1.0,1.0,1.0,0.7259
103.113.217.33,103.149.55.170,1,0.0556,0.8933,1.0,1.0,1.0,0.7259
185.168.91.211,185.234.182.178,1,0.0714,0.8297,1.0,1.0,0.9,0.7259
103.155.124.181,103.96.252.97,1,0.0435,0.999,1.0,1.0,1.0,0.7259
103.230.36.80,103.32.220.155,1,0.05,0.942,1.0,1.0,1.0,0.7259
103.103.101.47,103.56.81.141,1,0.05,0.9956,1.0,1.0,0.9286,0.7259
103.22.232.79,103.230.161.19,1,0.0476,0.9887,1.0,1.0,0.9658,0.7259
103.17.214.45,103.99.155.148,1,0.0435,0.9989,1.0,1.0,1.0,0.7259
185.190.82.251,185.99.177.93,1,0.0625,0.9077,1.0,1.0,0.9,0.7259
185.208.14.213,185.51.120.29,1,0.0526,0.9942,1.0,1.0,0.9,0.7259
103.241.194.163,103.56.31.231,1,0.0476,0.9629,1.0,1.0,1.0,0.7259
103.109.133.196,103.96.174.177,1,0.0625,0.9053,1.0,1.0,0.9028,0.7259
103.190.118.220,103.199.39.169,1,0.0588,0.9481,1.0,1.0,0.8889,0.7259
103.108.170.49,103.125.137.75,1,0.0526,0.9192,1.0,1.0,1.0,0.7259
103.248.12.176,103.99.141.82,1,0.0588,0.8647,1.0,1.0,1.0,0.7259
103.123.239.91,103.45.23.187,1,0.05,0.9955,1.0,1.0,0.9286,0.7259
103.146.200.3,103.58.83.89,1,0.0476,0.9627,1.0,1.0,1.0,0.7259
103.128.43.109,103.161.122.215,1,0.0526,0.919,1.0,1.0,1.0,0.7259
103.124.95.207,103.188.48.65,1,0.05,0.9488,1.0,1.0,0.9909,0.7259
103.156.187.65,103.72.141.41,1,0.0455,0.9816,1.0,1.0,1.0,0.7259
103.190.163.1,103.97.54.209,1,0.0714,0.7546,1.0,1.0,1.0,0.7259
103.19.153.47,103.211.179.155,1,0.0588,0.8648,1.0,1.0,1.0,0.7259
103.21.86.90,103.53.195.88,1,0.0526,0.987,1.0,1.0,0.9091,0.7259
103.237.150.64,103.61.177.73,1,0.0714,0.9213,1.0,1.0,0.7778,0.7259
103.144.54.179,103.161.243.39,1,0.0625,0.9579,1.0,1.0,0.8333,0.7259
103.235.117.24,103.61.176.96,1,0.05,0.9418,1.0,1.0,1.0,0.7259
103.167.145.128,103.184.225.82,1,0.0526,0.9938,1.0,1.0,0.9,0.7259
103.186.181.231,103.97.54.209,1,0.05,0.9418,1.0,1.0,1.0,0.7259
103.85.120.170,103.93.59.26,1,0.05,0.9421,1.0,1.0,1.0,0.7259
103.184.245.11,103.205.249.4,1,0.0526,0.9192,1.0,1.0,1.0,0.7259
103.210.251.112,103.69.66.208,1,0.0476,0.9628,1.0,1.0,1.0,0.7259
103.167.107.106,103.36.43.203,1,0.05,0.9421,1.0,1.0,1.0,0.7259
103.181.31.70,103.66.111.75,1,0.0556,0.9019,1.0,1.0,0.9889,0.7259
103.176.147.51,103.45.149.139,1,0.0714,0.8797,1.0,1.0,0.8333,0.7259
103.162.168.7,103.73.110.104,1,0.05,0.9419,1.0,1.0,1.0,0.7259
103.137.127.207,103.47.15.168,1,0.05,0.9953,1.0,1.0,0.9286,0.7259
103.163.154.2,103.201.168.218,1,0.0435,0.9991,1.0,1.0,1.0,0.7259
103.38.172.106,103.39.222.201,1,0.0556,0.9561,1.0,1.0,0.9167,0.7259
103.56.117.131,103.92.52.50,1,0.05,0.942,1.0,1.0,1.0,0.7259
103.130.117.132,103.181.31.70,1,0.0455,0.9989,1.0,1.0,0.9769,0.7259
103.201.168.218,103.69.98.175,1,0.0435,0.9989,1.0,1.0,1.0,0.7259
103.217.116.248,103.65.34.92,1,0.0556,0.9618,1.0,1.0,0.9091,0.7259
103.190.118.220,103.55.41.172,1,0.05,0.963,1.0,1.0,0.9722,0.7259
103.154.206.248,103.18.251.10,1,0.0526,0.9188,1.0,1.0,1.0,0.7259
103.109.48.153,103.241.171.198,1,0.0625,0.8324,1.0,1.0,1.0,0.7259
103.115.57.191,103.214.158.57,1,0.0625,0.9074,1.0,1.0,0.9,0.7259
103.119.87.208,103.168.12.63,1,0.0667,0.8712,1.0,1.0,0.9,0.7259
103.131.147.191,103.189.61.125,1,0.0476,0.963,1.0,1.0,1.0,0.7259
103.11.30.176,103.74.4.118,1,0.0455,0.9816,1.0,1.0,1.0,0.7259
103.207.79.44,103.213.28.84,1,0.05,0.9418,1.0,1.0,1.0,0.7259
103.175.94.73,103.90.247.136,1,0.0435,0.999,1.0,1.0,1.0,0.7259
103.123.13.34,103.87.114.191,1,0.0455,0.982,1.0,1.0,1.0,0.7259
103.29.218.201,103.52.147.156,1,0.0526,0.9191,1.0,1.0,1.0,0.7259
103.188.48.65,103.72.226.141,1,0.0556,0.9614,1.0,1.0,0.9091,0.7259
103.210.10.200,103.220.242.177,1,0.0625,0.9264,1.0,1.0,0.875,0.7259
103.117.51.192,103.168.11.94,1,0.0476,0.963,1.0,1.0,1.0,0.7259
103.207.50.134,103.212.78.137,1,0.0476,0.963,1.0,1.0,1.0,0.7259
103.134.222.153,103.174.207.107,1,0.05,0.9421,1.0,1.0,1.0,0.7259
103.45.228.149,103.61.176.96,1,0.0556,0.8936,1.0,1.0,1.0,0.7259
103.205.231.166,103.96.174.177,1,0.0625,0.9264,1.0,1.0,0.875,0.7259
103.102.239.10,103.49.25.10,1,0.0556,0.9509,1.0,1.0,0.9231,0.7259
103.245.179.120,103.246.148.23,1,0.0455,0.9816,1.0,1.0,1.0,0.7259
103.125.7.46,103.77.22.103,1,0.0556,0.9191,1.0,1.0,0.9659,0.7259
103.21.11.254,103.47.15.168,1,0.05,0.9421,1.0,1.0,1.0,0.7259
103.217.189.160,103.46.221.230,1,0.0476,0.9629,1.0,1.0,1.0,0.7259
103.153.211.251,103.69.176.7,1,0.0625,0.8324,1.0,1.0,1.0,0.7259
103.35.211.252,103.59.29.204,1,0.0476,0.9765,1.0,1.0,0.9821,0.7259
103.14.10.87,103.203.210.30,1,0.0556,0.9682,1.0,1.0,0.9,0.7259
103.229.81.182,103.34.117.80,1,0.0455,0.9817,1.0,1.0,1.0,0.7259
103.202.237.137,103.219.112.107,1,0.0455,0.9876,1.0,1.0,0.9924,0.7259
103.133.247.177,103.180.110.227,1,0.0526,0.987,1.0,1.0,0.9091,0.7259
103.226.111.157,103.62.36.252,1,0.0526,0.9191,1.0,1.0,1.0,0.7259
185.128.187.230,185.238.129.200,1,0.0625,0.9159,1.0,1.0,0.8889,0.7259
